PhysicalDataID,SurfaceIRR,Depth1,SubSurfaceIRR1,Depth2,SubSurfaceIRR2,Depth3,SubSurfaceIRR3,Depth4,SubSurfaceIRR4,FieldComments,Field1
661,159.51,0.03,120,0.05,79,0.25,39.8,2.01,1.62,,
662,529.6,0.05,400.2,0.07,269.7,0.2,133.83,0.85,6.74,,
663,1880.5,0.06,1405.9,0.1,953.7,0.21,470.38,0.73,18.82,,
664,270.7,0.03,205.3,0.07,134.4,0.15,68.03,0.79,2.7,,
665,1559.5,0.04,1148,0.06,773,0.14,389,0.98,15.53,,
666,1800,0.05,1391.7,0.07,902,0.18,450.8,0.7,18.21,,
667,692.6,0.03,523,0.08,346.4,0.17,174.4,0.29,69.1,,
668,2259,0.02,1671,0.06,1136,0.1,572,0.28,22.37,,
669,1158.9,0.04,869.4,0.06,574.6,0.16,288.6,1.16,11.67,,
670,1766,0.04,1333,0.07,882.5,0.15,442,0.61,17.52,,
671,1945,0.06,1445,0.14,965,0.29,485,1.14,1933,,
672,1683,0.03,1262,0.05,842,0.18,420.7,1.77,1686,,
673,237,0.03,177.6,0.05,118.5,0.48,59.21,2.23,3.48,,
674,376.9,0.03,283.4,0.1,188.15,0.29,94.69,1.22,3.36,,
676,1585.41,0.02,1187.7,0.05,801.4,0.19,399.1,1.49,15.56,,
677,1794.5,0.04,1349.4,0.1,899.5,0.21,445.1,0.84,18.04,,
678,1970.7,0.03,1480,0.05,919,0.37,495,1.56,19.6,,
679,2083,0.05,1563,0.14,1040.9,0.17,774,0.95,20.8,,
680,1346.7,0.03,1344,0.05,660,0.22,338,1.94,13.8,,
681,1728.5,0.05,1307,0.13,854.5,0.25,442.6,0.87,17.18,,
682,1728.5,0.04,1299,0.07,848.5,0.43,433.8,1.23,35.4,,
683,2016,0.06,1504,0.17,1007,0.34,508,1.15,20.4,,
684,895.5,0.04,679.2,0.06,457.1,0.45,224.7,2.47,38.7,,
685,1955.8,0.06,1471.1,0.15,978.4,0.29,491.2,0.97,19.66,,
686,1786.4,0.05,1328.7,0.1,890.2,0.73,441.9,2.49,40.5,,
687,2039,0.05,1537,0.13,1017,0.3,512,1.04,20.29,,
689,1732.1,0.05,1269,0.13,883,0.23,436,0.92,17.9,,
690,1499.9,0.04,1112.7,0.05,754.6,0.27,376,2.28,24.4,,
691,970.8,0.03,730.9,0.07,481.2,0.23,240.1,0.97,9.71,,
692,585.8,0.06,434,0.21,297,0.78,147,2.09,25,,
694,331.3,0.04,248.6,0.06,165.45,0.36,82.83,1.37,3.34,,
695,815.66,0.09,612.3,0.18,407.9,0.32,204.2,1,8.15,,
696,1966.5,0.09,1448,0.17,980.2,0.3,496.5,0.88,19.88,,
697,1845.6,0.03,1391.7,0.07,921.4,0.51,464.6,1.45,45.4,,
698,1853,0.03,1382.5,0.08,920,0.56,465.7,2.14,60.94,,
699,1957.5,0.07,1489.1,0.12,978.1,0.24,477.7,0.69,19.99,,
702,2068,0.04,1551.5,0.18,1034,0.9,512,2.54,82.9,,
703,2157,0.05,1612,0.19,1078,0.74,5400,2.31,75.85,,
704,1879.5,0.06,1418.3,0.1,935.2,0.16,468.1,0.49,18.84,,
705,2121,0.03,1594.7,0.19,1064.9,0.85,529,2.14,58.71,,
706,2001,0.08,1505,0.14,1000.7,0.21,500,0.55,19.93,,
707,819.5,0.03,615.1,0.06,410.1,0.13,205.1,0.46,8.12,,
708,2182,0.04,1620.9,0.27,1094.6,0.74,543.6,2.54,41.23,,
709,1967.4,0.08,1482,0.13,963,0.2,487,0.59,19.02,,
710,2109,0.05,1588,0.21,1054.9,0.9,527.3,2.25,73.66,,
711,1859.9,0.07,1395.3,0.13,928.9,0.25,460.3,0.78,18.51,,
712,2178,0.05,1632,0.29,1080,1.1,547,2.34,106,,
713,2133,0.05,1594,0.3,1065,0.91,530,2.38,63.32,,
714,2182,0.02,1628,0.18,1158,0.25,553,0.74,21.25,,
715,1878.4,0.07,1438,0.14,938,0.23,470,0.75,18.73,,
716,2263,0.06,1697.7,0.34,1132.1,0.94,567.3,2.53,61.54,max depth available,
717,2095,0.05,1586.9,0.17,1043.6,0.86,528.7,2.6,52.62,max depth available,
718,2022,0.07,1514.6,0.15,1011.4,0.29,505.3,0.81,20.52,,
719,1915.5,0.35,1354.5,0.45,938.8,0.6,514.9,2.59,85.8,max depth available,
721,1828.3,0.06,1373,0.14,924.2,0.25,467.4,0.84,8.28,,
723,2059,0.06,1534.5,0.17,1029.1,0.32,517.7,0.93,20.56,,
724,1877,0.02,1415,0.2,935.2,0.83,471.1,2.66,34.3,,
725,1818.9,0.06,1375.8,0.11,906.9,0.24,450.7,0.64,18.8,,
726,1797.5,0.01,1351,0.03,841.4,0.45,459.6,2.66,98.66,,
728,314.1,0.05,210.1,0.09,125.98,0.21,75.89,0.98,3.27,,
729,1902,0.03,1423.57,0.06,945,0.49,488.1,2.45,56.06,,
760,760,0.02,560.37,0.1,383.8,0.24,191.32,0.88,7.66,,
762,1844.7,0.01,1371.01,0.03,937.7,0.21,471.1,2.41,37.28,,
763,454.1,0.01,355.2,0.05,223.8,0.28,116.2,1.59,26.9,,
765,1820.2,0.05,1325.9,0.09,913.3,0.19,450.9,0.82,18.29,,
766,1159,0.01,789.3,0.03,547.2,0.15,289.4,2.17,27.04,,
768,1295.7,0.06,971.7,0.08,648.4,0.39,320,1.5,12.89,,
769,1634.3,0.08,1177.8,0.11,806.1,0.29,411.8,1.25,16.61,,
771,1784.2,0.04,1384.2,0.06,892,0.64,445.8,2.55,30.49,,
773,1779.8,0.06,1125.1,0.09,852.7,0.59,456.8,1.54,75.36,,
774,1501.2,0.03,1177.1,0.05,746.8,0.2,378.5,0.99,15.8,,
776,706.8,0.04,534,0.05,351,0.42,174.2,2.48,19.88,,
777,515.5,0.02,378,0.04,244.8,0.25,127.03,1.26,5.1,,
779,413.8,0.04,309.8,0.07,208,0.19,103.86,0.78,4.14,,
780,1625.6,0.02,1207.6,0.05,805.6,0.18,407.9,0.69,16.14,,
783,1994.7,0.05,1450.9,0.15,997.6,0.32,498.2,1.04,19.11,,
784,1867.7,0.05,1420,0.06,934.2,0.44,474.2,2.07,18.82,,
787,1296.7,0.04,974.2,0.05,649.1,0.07,324.2,0.77,12.96,,
788,1140.6,0.04,854.9,0.05,572.2,0.18,281,0.66,11.51,,
790,543.5,0.01,405.8,0.03,276,0.16,131.42,0.99,5.4,,
791,596.2,0.01,441.6,0.06,293.2,0.7,148.81,2.02,5.16,,
792,2062,0.04,1524.9,0.25,1036.2,0.55,518.8,2,21.22,,
793,1927.5,0.08,1459,0.25,956.5,0.45,482.7,1.34,21.51,,
796,1754.2,0.04,1314,0.07,879,0.56,444,1.28,38.7,,
797,372.5,0.02,280.1,0.07,182.87,0.21,92.96,0.89,3.72,,
799,1933.9,0.05,1449.2,0.11,968.5,0.91,483,2.55,67.74,,
801,1703.7,0.04,1236.2,0.05,855.7,0.13,423.5,0.51,17.3,,
803,1791.4,0.04,1361,0.07,893.1,0.76,445.2,1.48,177.03,,
804,1566.4,0.06,1130.8,0.11,787.9,0.19,393.1,0.61,15.12,,
805,1681.4,0.11,1066.3,0.14,844.6,0.21,427.4,0.6,16.23,,
806,1824.8,0.05,1256,0.22,912.5,0.85,457,2.6,38.37,,
809,1837.7,0.07,1375.2,0.12,924.9,0.21,452.7,0.62,19.26,,
811,1955.8,0.08,1017.3,0.09,987.9,0.69,476.1,1.43,53.06,,
814,1877.5,0.05,1123,0.2,932,0.81,470.4,1.41,69.8,,
815,1952.5,0.05,1452,0.08,976.4,0.22,489.4,0.64,19.58,,
816,2036,0.06,1525.7,0.14,1018.4,0.27,509.7,0.75,20.36,,
817,640.4,0.04,484,0.07,338,0.54,169,2.24,19,,
819,1814.8,0.04,1361.4,0.07,918.9,0.76,452.7,2.12,25,,
820,808.5,0.05,608.8,0.1,401.1,0.25,203.1,0.76,8.25,,
824,1513.5,0.04,1110.4,0.06,726.3,0.73,371.6,2.52,64.99,,
825,1757.5,0.05,1349.3,0.08,846.1,0.6,444.4,2.13,64.01,,
826,1977.2,0.05,1485,0.12,980.9,0.78,495.5,2,109.09,,
827,1625,0.06,1217,0.12,817,0.25,406,0.9,16.19,,
828,1972.8,0.05,1469.5,0.3,977,1.15,493.1,2.61,103.02,,
829,1695.8,0.07,1246.3,0.14,840,0.29,427.2,0.84,16.38,,
830,1925.8,0.04,1378,0.07,972,1,504,2.43,173,,
831,1756.8,0.05,1278.6,0.11,968.1,0.28,442.4,1,18.43,,
832,1813.4,0.04,1347,0.06,934.5,0.93,464.5,2.75,172.5,,
833,918.5,0.07,687.4,0.15,456.1,0.32,227.6,0.95,9.15,,
834,1794.2,0.05,1316.8,0.1,888.5,0.81,447.4,2.15,99.33,,
835,1475.4,0.06,1112.4,0.13,727.2,0.2,376.6,0.81,14.18,,
836,1378.1,0.03,1034,0.06,675.4,0.52,347.2,2.28,61.62,,
837,126.75,0.03,98.1,0.09,63.5,0.28,30.39,1,1.26,,
838,236.3,0.03,173.39,0.07,113.06,0.36,59.47,1.94,3.5,,
839,676.7,0.02,503,0.05,340,0.16,166,0.79,6.2,,
840,30.79,0.19,23.54,0.23,14.89,0.31,7.36,0.76,0.32,,
841,487.5,0.08,341,0.1,242.9,0.13,124.7,0.31,4.83,,
842,106.76,0.04,80.35,0.06,52.85,0.27,26.28,1.24,1.05,,
843,1863.3,0.05,1330,0.07,933.3,0.19,463,0.77,18.15,,
844,265.5,0.02,197.4,0.05,134.9,0.57,66.4,1.93,9.9,,
845,46.2,0.04,34.25,0.08,23.43,0.34,11.75,1.13,0.49,,
846,1829.6,0.05,1382,0.15,910.9,0.28,451.2,0.91,17.58,,
847,1881.7,0.09,1420.5,0.2,933.4,0.33,463,0.93,17.38,,
848,562.1,0.03,428,0.06,272,0.23,142.2,1,5.6,,
849,580,0.03,442,0.06,297.4,0.63,145.3,2.04,23.61,,
850,1835.5,0.05,1375,0.06,916,0.8,450,2.25,91.45,,
851,1247.1,0.02,938,0.1,621.1,0.24,313.4,0.95,12.5,,
852,1638.5,0.04,1231,0.11,814.8,0.22,413,0.86,16.36,,
854,594.2,0.03,443.8,0.13,279.7,0.31,149.1,1.25,5.93,,
855,1890,0.03,1417,0.3,947,0.8,472,2.28,64,,
856,1812.8,0.03,1343,0.12,907.9,0.27,453.4,1.02,18.32,,
857,947.4,0.03,709,0.07,471,0.23,235,2.18,9.45,,
858,1443.5,0.04,1087.4,0.08,719.6,0.77,360.3,2.56,54.72,,
859,1970.9,0.03,1487,0.09,986,0.26,495,0.87,19,,
860,1685.7,0.08,1265,0.1,842,0.2,426,0.7,16.7,,
861,1788.5,0.04,1449.2,0.24,897.3,1,443.2,2.24,116.5,,
864,2075,0.1,1560,0.16,1033,0.29,516,0.79,20.61,,
872,2118,0.06,1579.1,0.23,1055.5,0.4,527.3,1.4,22,,
873,2115,0.05,1505,0.35,1063.3,0.86,533,2,66.17,,
874,2142,0.04,1678.6,0.35,1085.6,1.4,535.2,1.95,171.6,,
875,1850.8,0.09,1390,0.22,922,0.37,462,1.08,18.53,,
876,2047,0.06,1528,0.24,1048,0.5,512,1.87,20.7,,
877,2120,0.06,1592,0.24,1054,0.89,532,2.36,88,,
878,1958,0.03,1449,0.39,971,1.09,494,2.29,105,,
879,1976.3,0.08,1472,0.16,968,0.43,475,0.8,19.73,,
880,2013,0.04,1527.8,0.19,997.5,0.43,522.8,1.49,26.81,,
881,2045,0.04,1552.2,0.19,1049.2,0.56,830.4,2.2,109.7,,
882,2057,0.07,1509.1,0.32,1025.4,0.96,517.1,2.21,87.85,,
993,1670.45,0.05,1277.5,0.08,830.7,0.66,410.2,2.49,27.17,,
994,1242.3,0.04,940.9,0.06,653.8,0.85,303,2.52,61.55,,
995,1484.2,0.04,1124.6,0.06,738.4,0.69,371.6,2.38,55.43,,
996,1081.6,0.04,825.8,0.08,541.6,0.49,280.7,2.01,52.6,,
997,917.2,0.04,689.2,0.06,448.8,0.4,229.3,1.65,9.02,,
999,2108,0.05,1580,0.11,1048,0.22,522,0.86,21.3,,
1000,1762.3,0.1,1319,0.2,882,0.36,439,0.89,17.63,,
1001,1681.4,0.05,1255,0.25,842,0.53,428,1.63,16.8,,
1004,2140,0.05,1580.8,0.12,1066.5,1.09,532,1.78,254.5,,
1005,2091,0.05,1575,0.37,1041,0.84,527,2.01,81.66,,
1008,1817.4,0.07,1365,0.18,902,0.4,455,1.03,18.23,,
1009,1730.3,0.06,1291,0.22,869,0.46,436,1.38,17.06,,
1010,1919.7,0.06,1432,0.19,954,0.36,480,1.13,19.07,,
1011,2156,0.05,1537,0.41,1077.1,1.41,523.3,2.54,158.3,,
1012,2098,0.06,1520.3,0.51,1061.9,1.75,519.6,2.31,465.4,,
1013,2184,0.05,1619.5,0.35,1074.7,0.95,544.4,2.25,133.2,,
1014,2159,0.06,1606,0.38,1072.9,1.07,535.9,2.36,100.5,,
1015,2128,0.09,1573.1,0.27,1052.4,0.52,545.8,1.61,23.63,,
1017,1990,0.04,1492,0.24,976,0.36,489,0.98,19.65,,
1018,1902,0.07,1480,0.22,949,0.33,466,1.15,20.23,,
1019,1808.6,0.05,1340,0.25,914.7,0.46,462,,15.2,,
1020,1858.5,0.02,1346,0.05,914,0.24,454,1.29,18.3,,
1021,2128,0.05,1598,0.37,1067,1.17,542,2,195,,
1022,2128,0.05,1598,0.37,1067,1.17,542,2,195,,
1023,2127,0.07,1562,0.32,1063,0.76,533.1,2,95,,
1024,1830.3,0.1,1368,0.19,909,0.32,458,0.96,18.05,,
1025,1967,0.06,1471,0.33,980,0.66,494,1.98,19.59,,
1026,1672.6,0.11,1253,0.31,826,0.46,419,1.26,16.69,,
1027,2038,0.06,1501.2,0.3,1008.1,0.94,517.8,2.52,25.38,,
1029,2050,0.05,1544.1,0.38,1022.3,1.57,517,2.49,261.3,,
1030,2118,0.04,1566,0.24,1066,0.92,538,2.41,76.1,,
1031,2071,0.04,1549,0.2,1025,0.81,516.4,2.38,59.34,,
1032,2018,0.05,1521.4,0.21,984.1,0.42,545.5,1.31,19.7,,
1033,2415,0.07,1820,0.12,1205,0.29,602,1.17,24.3,,
1034,410.8,0.01,309,0.29,200,0.41,102,1.08,4.19,,
1035,328.4,0.04,240.1,0.06,170.01,0.31,83.43,1.31,3.28,,
1036,234.5,0.04,172,0.12,118,0.75,50.75,1.46,2.33,,
1037,2008,0.05,1527.3,0.2,1068.8,1.35,504.4,2.38,23.27,,
1038,1994.5,0.04,1434.3,0.14,997.1,0.98,479.6,2.21,106,,
1039,1777.2,0.1,1343,0.23,872,0.39,438,1,19.5,,
1040,1679,0.06,1215,0.23,820,0.45,413,1.72,16.59,,
1041,1656,0.03,1258,0.1,829,0.29,407,1.29,12.24,,
1042,1288,0.05,990,0.1,644,0.21,322,0.89,12.87,,
1043,1608.4,0.06,1197,0.15,808,0.44,407,1.9,15.9,,
1044,1641.3,0.06,1255,0.17,828,0.35,410,1.24,16.2,,
1045,1865,0.09,1394,0.17,935,0.31,457,0.88,18.59,,
1046,1823.3,0.08,1329.5,0.16,918.2,0.42,452.3,1.48,18.34,,
1047,1785.2,0.04,1349,0.07,902.7,0.78,446,2.28,89.82,,
1048,1815,0.05,1305.5,0.11,900.5,1,431.8,1.28,111.83,,
1050,1924.7,0.05,1419.5,0.11,958.2,1.34,481,2.33,265.5,,
1051,2007,0.04,1519.4,0.18,1026.7,0.82,505.5,2.31,95.1,,
1052,1834.4,0.04,1373,0.13,920,0.27,456,0.9,18,,
1054,1769.9,0.05,1307.6,0.21,890.6,0.98,442.1,,113.7,,
1056,1518.3,0.05,1132,0.09,757,0.17,379,0.68,15.14,windy- waves on surface,
1070,1735.4,0.05,1302,0.14,867.6,0.79,429.7,2.24,73.8,,
1071,1161.2,0.06,874.6,0.15,586,0.28,289,0.82,11.61,,
1074,1628.2,0.04,1265,0.11,818.4,0.24,407.8,0.69,16.4,,
1076,1191.2,0.03,854,0.06,592.5,0.27,297.8,1.96,80.5,,
1078,1841.6,0.05,1382.6,0.42,923.5,1.26,460.1,2.44,141.38,,
1079,1613.1,0.08,1201.2,0.16,805.6,0.29,405.3,0.85,16.5,,
1080,1784.4,0.07,1332.7,0.15,899.1,0.29,450.2,0.93,17.73,,
1081,1544.7,0.04,1157.5,0.09,774,0.91,392,1.93,112.88,,
1084,1293,0.1,972,0.16,665.1,0.35,317.3,1.06,12.35,,
1085,2008,0.04,1503.3,0.09,1004.6,1.42,378.4,2.38,171.93,,
1086,1173.8,0.04,870,0.12,581,0.27,292,0.99,11.73,,
1087,1738.9,0.04,1316,0.22,864,0.4,432,1.22,17.02,,
1088,1407.6,0.11,1058,0.28,705,0.45,350,1.43,14.12,Intermittent cloud cover,
1090,2050,0.05,1530.6,0.1,1020.5,1.38,519.2,2,408.1,,
1091,1874.2,0.04,1417,0.25,945.8,1,463.7,2.07,148.5,,
1093,1675.2,0.08,1238.2,0.2,841.7,0.32,409.6,1.09,16.58,,
1096,1741.3,0.08,1300.9,0.19,871.5,0.34,476.8,1.12,17.4,,
1097,1795.8,0.05,1311.1,0.15,893.1,0.97,436.8,2.39,104.84,,
1098,1585.2,0.03,1192.9,0.06,792.9,0.83,392.9,2.32,120.67,,
1099,2337,0.05,1739,0.26,1169,0.91,584,2.22,116,,
1100,2526,0.03,1893,0.25,1259,1.04,616.8,2.48,128.9,,
1101,2329,0.04,1754,0.15,1166,0.34,583,1.05,23.23,,
1102,2502,0.06,1854.5,0.3,1264,0.71,634.2,2.2,29.08,,
1103,2528,0.05,1905,0.21,1295,1.11,666.1,2.3,399.7,,
1104,2590,0.03,1950,0.11,1298,1.2,647.9,2.39,216.9,,
1105,2527,0.05,1865,0.24,1262,1.34,635,2.22,338.6,,
1106,2430,0.07,1828,0.23,1212,0.45,607,1.46,24.12,,
1107,2168,0.07,1673,0.26,1088,0.51,542,1.63,21.8,,
1108,2198,0.08,1637,0.19,1098,0.34,552,1.12,21.8,,
1109,2041,0.05,1528,0.15,1025,0.31,510,1.12,20.49,,
1112,1705.6,0.06,1225.5,0.16,850.6,0.32,420.1,1.24,18.26,,
1113,1908.4,0.06,1464.4,0.2,951.1,0.37,477.5,1.07,19.9,,
1114,1288.1,0.05,961,0.68,642.4,1.01,320,2.42,78.8,,
1115,2942,0.07,2180,0.12,1471,0.84,728.6,2.27,119.6,,
1116,2149,0.05,1668,0.08,1055,0.71,534,2.26,88.24,,
1117,1532,0.02,1186,0.07,727.6,0.84,379,2.21,121,,
1118,1443,0.03,1048,0.07,729,0.82,376,2.24,101.2,,
1119,1070.4,0.04,809,0.06,540,0.62,250.73,2.21,75.33,,
1120,652.9,0.03,484,0.07,318,0.28,167.7,1.06,7.6,,
1121,930.1,0.04,700.1,0.07,469.2,0.74,232.6,2.35,53.34,,
1122,2546,0.13,1924,0.68,1256,1.57,609.7,2.21,236.6,,
1123,2413,0.04,1880,0.17,1218,0.89,608,2.22,274.5,"Very rough water; Windy, waves",
1124,2581,0.14,1518.5,0.36,1265,1.22,651,2.24,251.7,,
1125,2369,0.09,1735.5,0.38,1128.4,1.48,572,2.19,278.1,,
1126,2466,0.09,1833,0.34,1230,0.56,653,1.95,25.71,,
1127,2198,0.04,1687.8,0.2,1036.5,0.38,543.4,1.25,22.82,,
1128,1934.4,0.03,1461,0.07,962,0.2,476,0.92,19.5,,
1129,2167,0.05,1632,0.21,1084,0.41,541,1.27,20.11,,
1130,1898.2,0.06,1418,0.15,945,0.39,472,1.27,18.5,,
1131,2145,0.04,1637,0.07,1066,0.35,533,0.94,21.7,,
1134,2364,0.05,1785,0.34,1184,1.31,594,2.46,235,,
1135,2335,0.06,1766,0.27,1162,1.32,584,2.51,246,,
1136,2273,0.04,1726,0.11,1135,0.68,568,2.34,48.7,,
1137,2002,0.06,1505.4,0.16,1005.9,0.34,501.7,1.11,20.08,,
1139,2146,0.06,1612,0.19,1077,0.33,532,1.21,21.5,,
1140,2099,0.03,1566,0.08,1041,0.16,521,1.05,21.17,,
1141,1780.1,0.05,1336,0.08,892,0.18,442,0.85,16.4,,
1142,843,0.03,625,0.06,419,0.67,210,2.5,72.72,,
1143,1067,0.02,799,0.06,535,0.28,264,1.1,10.6,,
1144,677.7,0.04,509,0.06,338,0.58,166,2,29.66,,
1145,450.7,0.05,338,0.07,226,0.74,112.7,2.1,31.67,,
1146,286.9,0.02,216,0.42,72,0.04,143,2.25,18.91,,
1147,463.3,0.04,343,0.14,232,1.66,115,237,99.8,,
1148,703.6,0.03,527,0.06,350,0.45,179,2.26,30.95,,
1149,1329.7,0.08,994,0.11,656,0.19,335,1.43,13.69,,
1150,328.2,0.04,277,0.07,164,0.21,82,0.89,3.3,,
1151,1298.2,0.03,970,0.05,643,0.08,323,1.23,12.9,,
1152,2024,0.02,1526,0.04,1019,0.07,502.4,1.16,114.7,,
1153,162.73,0.03,122.6,0.05,81.26,0.33,40.17,2.21,13.78,,
1155,859.4,0.05,634,0.08,428,0.27,214,0.97,8.54,,
1156,2081,0.04,1566,0.09,1032,1.21,560,2.33,220.8,,
1157,149.9,0.05,111.5,0.19,74.25,0.49,37.53,0.93,15.13,,
1158,320.1,0.03,240,0.07,159,0.2,81.5,0.83,3.2,,
1163,397.1,0.02,293.2,0.05,198.98,0.5,100.13,2.21,7.72,,
1164,2498,0.05,1901.8,0.11,1213,0.85,627,1.96,230.4,,
1167,1760.2,0.03,1327.9,0.05,882.1,0.2,447.8,1.05,17.1,,
1168,1997.2,0.03,1479,0.06,997.7,0.16,497.2,0.64,19.93,,
1169,360.9,0.03,254,0.09,179,0.22,90.7,0.94,3.65,,
1172,1462.7,0.01,1026,0.2,733,0.6,363.5,1.63,14.17,,
1173,704.2,0.06,562.8,0.2,344,0.36,171,1.23,7.8,,
1174,327,0.03,244,0.07,167,0.24,80.63,1.2,3.01,,
